ArticleID,ArticleTitle,Rec1,Rec2,Rec3,Rec4,Rec5
-6207670654614839859,How CIOs Leverage Business Intelligence to Drive Smarter Decision-Making,Five questions boards should ask about IT in a digital world,How enterprise architects can help ensure success with digital transformations,The Competitive Landscape for Machine Intelligence,The Competitive Landscape for Machine Intelligence,The new tech talent you need to succeed in digital
2255878226385826814,Six iconic retailers and their digital transformation journeys,"Walgreens now lets you digitally clip coupons from its iOS app, redeem in-store through Apple Pay with loyalty card",The surprising truth about which countries lead in digital,The sales secrets of high-growth companies,Mobile marketing statistics 2016,The future of traditional retail is digital
-5458316826145145813,The future of traditional retail is digital,"Samsung, SapientRazorfish Show IoT Retail Approach At NRF",How A.I. and chatbots can help retailers create unique in-store experiences,Large CPGs are under attack by startups... and consumers are winning,The surprising truth about which countries lead in digital,Six iconic retailers and their digital transformation journeys
5395868751435718725,Large CPGs are under attack by startups... and consumers are winning,We are on the verge of a consumer M&A avalanche,Meet the new Brazilian consumer,Campaigns Are Dead. Modern Marketing Is a Data Exchange,The future of traditional retail is digital,NOW NEW NEXT: How growth champions create new value
1797385737206265555,Breaking: Apple's Search Ads go LIVE!,"The New App Store: Subscription Pricing, Faster Approvals, and Search Ads",Google : End Of The Online Advertising Bubble,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube
5410293063635507608,"Use Docker to build, test and push your Artifacts",Automate Docker with the Remote API and Ruby,A Docker Fork: Talk of a Split Is Now on the Table - The New Stack,Containers - Clean up your House,Your Docker Agenda for April,Why You Should Stop Installing Your WebDev Environment Locally - Smashing Magazine
8240934591713322028,IBM Watson: Talking To An Ad,IBM makes a big shift into cognitive computing,IBM Watson is about to make Slack's chat bot smarter,IBM Watson is Working to Bring AI to the Blockchain - CoinDesk,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element",Silicon Valley legend Bill Campbell has died - here is some of his best leadership advice
174707786647990372,Bringing Pokémon GO to life on Google Cloud,The brilliant mechanics of Pokémon Go,Pokémon Go to go global 'soon' as hit game launches in three more countries,Blog | Niantic,Google Cloud Platform sets a course for new horizons,Nintendo has doubled in value since Pokémon Go's release
-9033211547111606164,Google's Cloud Machine Learning service is now in public beta,Google Cloud Platform sets a course for new horizons,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel","How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",Google Cloud Platform: The smart person's guide - TechRepublic,"Google Cloud Machine Learning family grows with new API, editions and pricing"
-2424983931459616622,All Together Now. Introducing G Suite.,Customize your G Suite experience with App Maker and Recommended apps,This year's Founders' Letter,Google connects BigQuery to Google Drive and Sheets,Introducing Google Cloud Search: Bringing the power of Google Search to G Suite customers,Introducing Google Cloud Search: Bringing the power of Google Search to G Suite customers
6587635730509289343,Save time with Quick Access in Drive,Dial in with ease using the latest Google Calendar app for Android,"Choose the Google Docs, Sheets, and Slides files you want to access offline","Opening Google Docs, Sheets, and Slides files on mobile now easier when you're offline","Google Drive grows more powerful, feature by feature - TechRepublic",Google Drive for Mac/PC just got better! Now sync only the subfolders you need.
5211673327552264703,Google Cloud Platform sets a course for new horizons,Google's Cloud Machine Learning service is now in public beta,Google Cloud Platform: The smart person's guide - TechRepublic,"Google Cloud Machine Learning family grows with new API, editions and pricing",What's the Best Cloud? Probably GCP,"Google admits original enterprise cloud strategy was wrong, why it's gone in a different direction - TechRepublic"
886450434856305025,New Early Adopter Programs: Team Drives and a new Hangouts video meetings experience,Powering a more connected and collaborative enterprise,12 Agile principles,Introducing Casting into Hangouts,Dial in with ease using the latest Google Calendar app for Android,Embracing Agile
-3061741807736367554,"Explore in Docs, Sheets and Slides makes work a breeze - and makes you look good, too","Opening Google Docs, Sheets, and Slides files on mobile now easier when you're offline",Embed charts from Google Sheets in Google Docs and Slides and update them with a single click,"Choose the Google Docs, Sheets, and Slides files you want to access offline",New ways to keep data flowing between your apps and ours,Accept questions from your audience when presenting in Google Slides
348632682812866328,Tracking Multiple Categories in Google Analytics for Content Pages - E-Nor | Google Analytics Blog,The Complete Google Analytics Audit Checklist | Optimization Up,29 Common Google Analytics Data Errors And How To Fix Them,Improvements coming to the Google Analytics desktop UI,Google Ranking Factors: The Complete List,Using Google Analytics with Leadfeeder for B2B Lead Generation
3128282567747885251,Pury - New Way to Profile Your Android Application,Exploring Java's Hidden Costs,Debug Site Performance Using Web Profiler in Drupal 8,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all","Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent",What 2 Years of Android Development Have Taught Me the Hard Way - Thought's by Aritra Roy
4430520614172753870,"Facebook, Amazon, Google, IBM and Microsoft come together to create historic Partnership on AI",Here's how The White House wants the U.S. to approach AI R&D,Andrew Ng: What AI Can and Can't Do,Clarifying the uses of artificial intelligence in the enterprise,Request for Information: Preparing for the Future of Artificial Intelligence,The next AI is no AI
-6884335507424704154,"Largest botnet attack in history peaks at over 1 terabits per second, aided by Internet of Things",The internet of stings,How IoT security can benefit from machine learning,Decentralizing IoT networks through blockchain,Popular Internet of Things Forecast of 50 Billion Devices by 2020 Is Outdated,Bring a dinosaur to life with Watson IoT Platform and Node-RED
4785499183287168509,The new tech talent you need to succeed in digital,Organizing for digital acceleration: Making a two-speed IT operating model work,State of the Digital Nation 2016,An operating model for company-wide agile development,An operating model for company-wide agile development,Building A Better Workforce: 5 Talent Trends Worth Watching
-4673235524420943843,Blog | Niantic,Bringing Pokémon GO to life on Google Cloud,Pokémon Go to go global 'soon' as hit game launches in three more countries,Google's Cloud Machine Learning service is now in public beta,The brilliant mechanics of Pokémon Go,Google Cloud Platform: The smart person's guide - TechRepublic
-5154395767417065070,Innovation is in all the wrong places,NOW NEW NEXT: How growth champions create new value,Large CPGs are under attack by startups... and consumers are winning,The gig economy as a driver of innovation,We are on the verge of a consumer M&A avalanche,The economic essentials of digital strategy
-7191607771634445823,Introducing the Open Images Dataset,Why image recognition is about to transform business,Generative Models,Vision API - Image Content Analysis,Show and Tell: image captioning open sourced in TensorFlow,Drupal How-To: Responsive or Adaptive Images? | Acquia
-6244754482621048226,The Best Advice From Quora on 'How to Learn Machine Learning',5 Skills You Need to Become a Machine Learning Engineer | Udacity,How real businesses are using machine learning,Machine Learning Is No Longer Just for Experts,Stop Coding Machine Learning Algorithms From Scratch - Machine Learning Mastery,Machine learning is a poor fit for most businesses
834896074125772354,So you want to sell to banks?,Banks Need To Collaborate With Bitcoin and Fintech Developers,Is FinTech Forcing Banking to a Tipping Point?,"Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans",Blockchain Will Be Used By 15% of Big Banks By 2017,Building a digital-banking business
-637050915727878966,Most experts say AI isn't as much of a threat as you might think,AI Revolution 101 - AI Revolution,Andrew Ng: What AI Can and Can't Do,Here's how The White House wants the U.S. to approach AI R&D,The next AI is no AI,When Will The First Machine Become Superintelligent? - AI Revolution
5111115201913219115,Engineers Shouldn't Write ETL: A Guide to Building a High Functioning Data Science Department,Doing Data Science Right - Your Most Common Questions Answered,"The ""Joel Test"" for Data Science",The Skills You'll Need and the Salary You Can Expect as a Data Scientist,Building a high-throughput data science machine,Opening Up Data Science with data.world - Jono Bacon
-7571123172959828025,"Meerkat, star app of 2015, is officially dead",Building on Slack Saved Our Startup,[Tools] 12 Apps for Live-streaming Video,"The New App Store: Subscription Pricing, Faster Approvals, and Search Ads",Bots won't replace apps. Better apps will replace apps.,Chrome extension brings Medium's best feature to the whole Web
-6654470039478316910,Advanced Android Espresso,Tasting Dagger 2 on Android,Firebase Test Lab for Android,Top 5 Android Testing Frameworks with Examples,What 2 Years of Android Development Have Taught Me the Hard Way - Thought's by Aritra Roy,Cookbook
3715130189384008388,JPMorgan is Quietly Developing a Private Ethereum Blockchain - CoinDesk,"JPMorgan Software Does in Seconds What Took Lawyers 360,000 Hours",The Rise And Growth of Ethereum Gets Mainstream Coverage,"Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's",Blockstream Among 10 New Firms to Join Hyperledger Blockchain Project - CoinDesk,Microsoft Adds Ethereum to Windows Platform For Over 3 Million Developers - CoinDesk
-2896441888220202695,"Simple rolls out shared bank accounts that work for anyone, including roommates",The #digital upstarts offering app-only #banking for smartphone users #benchmark,Atom Bank launches app-only savings account for iPhones,[Security] How to Set Expiration Dates for Shared Google Drive Files,Digital Consumers Forced to Open Accounts in Branches,What Is Open Banking and Why is it Important?
