ArticleID,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
5302085907556673015,Google employees are adding 'Lady' to their job titles to fight sexism,Write Like You Talk,9 Non-Threatening Leadership Strategies for Women,Netflix emociona com vídeo destacando personagens LGBT,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,"Meet Bozoma Saint John, the Apple executive who stole the show at WWDC"
5304344058087060692,The future is the trust economy,The omnichannel customer experience is poised to take off in regulated industries,Why the customer experience matters,Onde a tecnologia e o cuidado se encontram? - Saúde Business,big data = real time,[Framework] Lean IT Governance
5311977399951270341,Startup aims to use machine learning to make mobile notifications good,How to approach machine learning as a non-technical person,Task management app Asana raises $50M at a $600M valuation led by YC's Sam Altman,Introducing JQL: A Query Language for Analytics,Behind Facebook Messenger's plan to be an app platform,The gig economy as a driver of innovation
5313335392004163852,Salesforce Architect Journey,Apple e Google querem que você pague por assinatura em apps,Announcing new storage classes for Google Cloud Storage: simplifying the storage and management of hot and cold data,Client-side ranking to more efficiently show people stories in feed,Here are the SDKs Top Mobile Apps Use,Webinar Salesforce - Best Practices for Advanced Lightning Apps
5314107418764884230,Deep learning software knows that a rose is a rose is a rosa rubiginosa,"Apple acquires Turi, a machine learning company",Event Map For Google I/O 2016 Released,"Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities",New Sessions Added To Google I/O 2016 Schedule,DeepMind moves to TensorFlow
5317978293082383492,Running Kubernetes Locally via Docker,The future of SaaS hosted git repository pricing,Docker Cleanup Scripts Comparison,CoreOS's rkt Container Engine Hits 1.0,The Top 10 Most Common Mistakes That Node.js Developers Make,Google Is About to Supercharge Its TensorFlow Open Source AI
5328558001212551235,Acquia Engage Awards Finalists Announced,Johnson & Johnson Targets 85% of Apps in Cloud by 2018,NOW NEW NEXT: How growth champions create new value,The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove,PCI Compliance & Drupal Commerce: Which Payment Gateway Should I Choose?,Who sponsors Drupal development? | Dries Buytaert
5333141914314968598,"Microsoft HoloLens and Lowe's, working to redefine your next home renovation",The 7 Coolest Virtual Reality Experiences Made with Hololens So Far,Android Quickstart - Firebase,Sesi oferece curso de LIBRAS com certificação de 40 horas,"Android N Developer Preview 2, out today! | Android Developers Blog",Deep Learning Demystified
5336562616168017846,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways",Taking Microservices Home - NGINX,Spring Boot 1.4 released,Building Spring Cloud Microservices That Strangle Legacy Systems,Learn Microservices in Java - DZone - Refcardz,Introduction to Spring REST Docs | Baeldung
5338677278233757627,How to Get a Job at Google,Everything you need to know about the big changes coming to Newark airport,Manhattan CRE prices spark a mass exodus of startups to Brooklyn,"A sneak peek at Google's upcoming travel app, Trips","Google's head of advertising talks ad blocking, mobile and micropayments",Ray Kurzweil: The world isn't getting worse - our information is getting better
5350829677696205474,2016 will be the year of conversational commerce - Chris Messina,Understanding the Twitter topic Tracker,Why Steve Jobs Was Proud to Steal Ideas,Caravel: Airbnb's data exploration platform - Airbnb Engineering & Data Science,Terms Aggregation in Elastic Search,Why Deep Learning Is Suddenly Changing Your Life
5384282624557636856,Three Lessons for Design-Driven Success,SpotHero is ready for the future of autonomous parking,What do Design Thinking and Marketing have in common?,3 Pillars of the Most Successful Tech Products,"Pelo sétimo mês consecutivo, fluxo de visitantes a shopping centers recua | VEJA.com",TI Bimodal? Receita para o desastre...
5395784585257808296,Workspace Filter,AEM 6.1 Package Manager Metadata Files,Configuring OSGi,Adobe CQ/Adobe AEM,How to Install and Use the Linux Bash Shell on Windows 10,Live Event: Unveiling the GitLab Master Plan
5395868751435718725,Large CPGs are under attack by startups... and consumers are winning,Google lança novos recursos para o Analytics,Unilever: The biggest digital start-up in the world?,Que novas oportunidades poderemos criar com Blockchain? - CIO,A publicidade sem ROI acaba de morrer: adapte-se ou junte-se a ela - Meio & Mensagem,"Razorfish, US digital revenues, drag down Publicis"
5398961846611539065,Hangouts para Android ganha opção de mensagens em vídeo | Google Discovery,Introducing the Startup Battlefield companies of Disrupt NY 2016,"Google acquires Synergyse, an interactive training service for Google Apps","Google launches Springboard, an AI-powered assistant for its enterprise customers",Fuchsia: Google está construindo um novo sistema operacional sem estrutura do Linux | Google Discovery,Sesi oferece curso de LIBRAS com certificação de 40 horas
5401376580769090495,"Bancos brasileiros aplicaram R$ 19,2 bilhões em esforços de TI em 2015",Mobile banking conquista o coração dos brasileiros,Blockchain Will Be Used By 15% of Big Banks By 2017,Nubank começa a testar seu programa de fidelidade - Empresas Tech,CMN regulamenta abertura de conta de depósito por meio eletrônico,"Say goodbye to traditional customer segmentation "" Banking Technology"
5410293063635507608,"Use Docker to build, test and push your Artifacts","Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways",Program your way to your next grocery delivery,Ultimate AI battle - Apple vs. Google,Object calisthenics: Change the way you code,Nova versão do SAP Hybris Commerce vai ser apresentada durante o Forum E-Commerce Brasil 2016 - B!T magazine
5410603488837817052,Banks find blockchain hard to put into practice - FT.com,MOBILE TIME - Santander lança app dedicado aos clientes do ensino superior,The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,"Sompo Seguros aproveita ""onda"" do Pokémon Go para alertar sobre segurança no trânsito | Sonho Seguro","""It's time for self-directed 'smart' investing"" - An Interview With Swanest CEO Silvan Schumacher - Smart Money Smart Living","XP lançará robô que seleciona melhores investimentos para clientes, diz CEO"
5424502143558028097,Sam Newman - Backends For Frontends,Post: Just Say mNo to Hungarian Notation,ConstraintLayout - Part 1,Readable Content Guides,Firebase Test Lab for Android,Optimizing the Performance of Vector Drawables - upday devs
5429045128339158843,Spring Boot 1.5.1 released,What Happens When No One and Everyone Owns a Product? - Built to Adapt,Aplicações Financeiras Flexíveis através de DSLs na Plataforma Java,Introducing Kotlin support in Spring Framework 5.0,Spring Boot 1.4 released,Introduction to Spring REST Docs | Baeldung
5429923407915345742,Pebble Core guide: All you need to know about the wearable for runners,This Tiny Robot Lets You Play God With Huge AI,New free Trend Briefing from TrendWatching | INNOVATION CELEBRATION 2016,U.S. Track Cycling Team Training for Rio Olympics with Smart Sunglasses,Google Fiber agrees to acquire Webpass,3M e o perfil intraempreendedor | Endeavor Brasil
5431399346444238856,Intel buys computer vision startup Itseez to improve navigation in self-driving cars,The AI business landscape,DeepMind moves to TensorFlow,Task management app Asana raises $50M at a $600M valuation led by YC's Sam Altman,Deep learning software knows that a rose is a rose is a rosa rubiginosa,"Apple acquires Turi, a machine learning company"
5439554346835640135,"Consórcio: Venda de novas cotas cai 13,5% no 1º trimestre",Aplicativo gratuito permite gerenciar Consórcio Honda diretamente do celular - Notícias - Auto Estrada,Creating value in auto finance with vLendRight | Kevin Moseri,Buscas on-line por carros têm expansão de 43% no 1º trimestre,Honda e Softbank desenvolverão sistema de IA para ajudar os motoristas,"Heroína, nazistas e agente laranja: por dentro da fusão do ano"
5441077925667941052,[FILME] - The Hammer,X-Men | São Paulo vai receber exposição sobre filmes da saga,"No ano em que a Apple completa 40 anos, confira a evolução do iPhone",Apple anuncia a 3ª geração da linguagem Swift para o final deste ano,"Apple's new file manager, APFS, is awesome","""We only hire the best"" - Signal v. Noise"
5445999759138709405,Bradesco lança serviço inédito para estimular o hábito de poupar,The Future of Digital Banking is Now,Olhando para o futuro: 5 pontos de atenção,Uso de API's no mercado de serviços financeiros,Nubank e Goldman fecham parceria de R$ 200 milhões,How Etsy Does Continuous Integration for Mobile Apps
5468598741732935699,35 Innovative and Inspirational Website Designs in Banking,Digital Leadership Is Not an Optional Part of Being a CEO,The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,Primeiro chatbot do varejo brasileiro no Facebook Messenger já está funcionando - Startupi,How Mature is Your Organization when it Comes to UX?,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento
5484061377044071389,The Ultimate Solution to Versioning REST APIs: Content Negotiation,Modelando APIs REST com Swagger,bliki: StranglerApplication,Xamarin for Everyone,"GitLab launches Issue Boards, an open-source task management tool that resembles Trello",Dr. consulta: uma revolução no setor da saúde
5514214996211995551,johnpapa/angular-styleguide,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications",Effective learning through code workshops | Box Blog,Chip Pro sequel to crowdsourced $9 computer sets its sights on gadget makers,The Business Case for Progressive Web Apps,Vendas da Netshoes crescem 267% em dispositivos móveis no 1º semestre - 24Brasil
5524888769622800245,How Kotlin became our primary language for Android - UPTech Team,Spring Boot 1.4 released,Introduction to Spring REST Docs | Baeldung,Taking Microservices Home - NGINX,"Globo.com Uses NGINX for Streaming Media to 500,000+ Viewers",The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture
5530820581773167955,Mulheres são mais criativas que homens?,De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,PICNIC,A importância dos filmes de mulherzinha - Capitolina,Study Shows Women and Minorities Are Punished for Speaking Up About Workplace Diversity,Empresa britânica adota licença remunerada no período menstrual
5533752987392101383,7 Questions to Ask Before Your Next Digital Transformation,The return of the machinery question,How AWS came to be,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,America's allies are preparing for a bumpy ride,Finding The Meaning Of Artificial Intelligence At Google I/O
